Date,Model,Region,Units_Sold,Price_Per_Unit,Revenue,Expenses,Profit
2024-07-25,iPhone 15,South,11,120000,1320000,1026242.934723559,293757.06527644105
2024-07-25,iPhone 15,North,7,80000,560000,410484.8561566746,149515.14384332538
2024-07-25,iPhone 13,West,17,120000,2040000,1269735.9108962838,770264.0891037162
2024-07-25,iPhone 13,East,7,90000,630000,468622.61831856583,161377.38168143417
2024-07-25,iPhone 15,East,9,90000,810000,671250.0677112236,138749.93228877638
2024-07-25,iPhone 15,North,17,90000,1530000,1284303.6014536768,245696.39854632318
2024-07-26,iPhone 14,West,10,70000,700000,558519.67610831,141480.32389169
2024-07-26,iPhone 14,South,2,90000,180000,129031.14080785136,50968.85919214864
2024-07-26,iPhone 14,East,17,70000,1190000,953706.4070082314,236293.59299176862
2024-07-26,iPhone 15 Pro,South,17,90000,1530000,1106697.3008746791,423302.6991253209
2024-07-26,iPhone 15,North,17,90000,1530000,1240464.1145269265,289535.88547307346
2024-07-26,iPhone 15 Pro,North,6,80000,480000,355640.16541119583,124359.83458880417
2024-07-26,iPhone 14,South,17,90000,1530000,1031631.9363571507,498368.06364284933
2024-07-26,iPhone 15 Pro,North,12,90000,1080000,782301.072462685,297698.92753731494
2024-07-26,iPhone 13,West,6,90000,540000,421696.714692529,118303.285307471
2024-07-26,iPhone 15 Pro,East,7,80000,560000,466613.845899891,93386.15410010901
2024-07-26,iPhone 15 Pro,North,16,70000,1120000,940385.2102907994,179614.78970920062
2024-07-26,iPhone 14,West,8,70000,560000,400691.84464748553,159308.15535251447
2024-07-27,iPhone 13,East,10,70000,700000,540123.4814495874,159876.5185504126
2024-07-27,iPhone 14,North,5,70000,350000,225104.88614855707,124895.11385144293
2024-07-27,iPhone 14,North,15,120000,1800000,1241360.4924481101,558639.5075518899
2024-07-27,iPhone 14,North,12,90000,1080000,904176.2240129615,175823.7759870385
2024-07-27,iPhone 15,North,16,120000,1920000,1556827.9902379538,363172.00976204616
2024-07-27,iPhone 14,East,17,80000,1360000,828163.3948427626,531836.6051572374
2024-07-27,iPhone 15,North,9,90000,810000,609621.2910491199,200378.7089508801
2024-07-27,iPhone 15,South,16,70000,1120000,912804.6908146726,207195.30918532738
2024-07-27,iPhone 14,West,17,80000,1360000,1124046.614964006,235953.385035994
2024-07-27,iPhone 15 Pro,East,7,90000,630000,449720.41802681127,180279.58197318873
2024-07-27,iPhone 15,South,5,90000,450000,305415.0929400791,144584.9070599209
2024-07-27,iPhone 13,West,19,120000,2280000,1605884.6397618055,674115.3602381945
2024-07-28,iPhone 13,North,1,120000,120000,83360.71989999006,36639.28010000994
2024-07-28,iPhone 15 Pro,North,3,90000,270000,172998.20963041062,97001.79036958938
2024-07-28,iPhone 15,North,16,120000,1920000,1509975.4358406104,410024.5641593896
2024-07-28,iPhone 13,North,14,120000,1680000,1140262.0099612207,539737.9900387793
2024-07-28,iPhone 14,East,6,70000,420000,292514.8145557823,127485.1854442177
2024-07-28,iPhone 15 Pro,West,5,80000,400000,268927.1693724478,131072.83062755218
2024-07-28,iPhone 15 Pro,East,5,80000,400000,245967.16556824965,154032.83443175035
2024-07-28,iPhone 15,South,6,70000,420000,340702.987830404,79297.01216959598
2024-07-28,iPhone 14,East,1,90000,90000,68157.00354261737,21842.99645738263
2024-07-28,iPhone 15 Pro,East,7,80000,560000,405203.99472700834,154796.00527299166
2024-07-28,iPhone 14,North,14,70000,980000,808567.8716462845,171432.12835371553
2024-07-29,iPhone 13,East,6,120000,720000,485044.1973790875,234955.8026209125
2024-07-29,iPhone 13,North,5,80000,400000,329556.17303268774,70443.82696731226
2024-07-29,iPhone 15,West,2,90000,180000,116112.21912082692,63887.78087917308
2024-07-29,iPhone 13,North,11,90000,990000,688505.1763988789,301494.8236011211
2024-07-29,iPhone 14,West,16,90000,1440000,882232.3175197414,557767.6824802586
2024-07-30,iPhone 15,West,8,70000,560000,449136.62569794495,110863.37430205505
2024-07-30,iPhone 15,South,9,80000,720000,464594.5264154293,255405.4735845707
2024-07-30,iPhone 13,West,11,70000,770000,504132.1847734378,265867.8152265622
2024-07-30,iPhone 14,East,3,70000,210000,164154.69301340738,45845.30698659262
2024-07-31,iPhone 13,North,3,120000,360000,259453.574491537,100546.425508463
2024-07-31,iPhone 13,West,9,90000,810000,639187.9794427331,170812.0205572669
2024-07-31,iPhone 15,West,4,120000,480000,292256.350241,187743.649759
2024-07-31,iPhone 14,South,19,70000,1330000,834203.1373303626,495796.8626696374
2024-07-31,iPhone 15 Pro,West,1,90000,90000,71695.00852187452,18304.991478125477
2024-08-01,iPhone 14,South,19,70000,1330000,1108756.2915356867,221243.7084643133
2024-08-01,iPhone 13,East,18,70000,1260000,1058305.1221735664,201694.87782643363
2024-08-01,iPhone 15,East,10,80000,800000,499410.8261966755,300589.1738033245
2024-08-01,iPhone 15,East,18,70000,1260000,832753.218950681,427246.78104931896
2024-08-01,iPhone 15 Pro,South,6,120000,720000,512992.7237463497,207007.2762536503
2024-08-01,iPhone 15 Pro,South,14,120000,1680000,1298484.3860514953,381515.6139485047
2024-08-02,iPhone 13,North,16,120000,1920000,1380591.750488238,539408.249511762
2024-08-02,iPhone 13,East,15,80000,1200000,857333.8053796919,342666.1946203081
2024-08-02,iPhone 15 Pro,South,6,120000,720000,473985.77792805864,246014.22207194136
2024-08-02,iPhone 15,East,11,90000,990000,724220.3330230637,265779.6669769363
2024-08-02,iPhone 15,South,4,90000,360000,264126.574387216,95873.42561278399
2024-08-02,iPhone 14,South,7,70000,490000,295492.97499893844,194507.02500106156
2024-08-02,iPhone 14,East,12,70000,840000,535738.1399682676,304261.86003173236
2024-08-02,iPhone 15 Pro,West,6,70000,420000,271966.15560582414,148033.84439417586
2024-08-03,iPhone 14,East,14,70000,980000,720498.9573455285,259501.04265447147
2024-08-03,iPhone 14,North,1,80000,80000,63643.880720929046,16356.119279070954
2024-08-03,iPhone 13,North,18,80000,1440000,1008363.535118268,431636.464881732
2024-08-03,iPhone 15 Pro,North,16,90000,1440000,1060961.4389983087,379038.56100169127
2024-08-03,iPhone 15 Pro,West,16,90000,1440000,921405.6352032362,518594.36479676375
2024-08-03,iPhone 14,North,7,80000,560000,430840.85582248203,129159.14417751797
2024-08-03,iPhone 13,South,12,90000,1080000,653324.3276951644,426675.67230483564
2024-08-04,iPhone 13,East,3,90000,270000,171351.95236501686,98648.04763498314
2024-08-04,iPhone 14,East,1,70000,70000,59413.04643760562,10586.953562394381
2024-08-04,iPhone 15 Pro,South,16,70000,1120000,884055.6985883143,235944.30141168565
2024-08-04,iPhone 14,South,9,90000,810000,642898.9684705563,167101.0315294437
2024-08-04,iPhone 14,North,17,80000,1360000,998701.1776227816,361298.8223772184
2024-08-04,iPhone 14,East,19,80000,1520000,1207599.1408165987,312400.85918340134
2024-08-04,iPhone 13,South,19,120000,2280000,1754274.0516177865,525725.9483822135
2024-08-05,iPhone 15 Pro,West,9,70000,630000,395393.4134811228,234606.5865188772
2024-08-05,iPhone 15 Pro,East,10,90000,900000,550698.2119982617,349301.78800173826
2024-08-05,iPhone 15,North,1,90000,90000,61384.638792857004,28615.361207142996
2024-08-05,iPhone 14,South,14,70000,980000,647659.0338809557,332340.96611904434
2024-08-06,iPhone 15 Pro,South,18,120000,2160000,1807814.7099157327,352185.29008426727
2024-08-06,iPhone 14,South,17,120000,2040000,1318421.851371438,721578.148628562
2024-08-06,iPhone 15,North,7,80000,560000,388541.7305522368,171458.26944776322
2024-08-06,iPhone 15 Pro,West,4,120000,480000,382718.7612433396,97281.23875666037
2024-08-06,iPhone 13,East,5,70000,350000,228458.36293461593,121541.63706538407
2024-08-06,iPhone 15,North,14,120000,1680000,1047022.8977584754,632977.1022415246
2024-08-06,iPhone 15 Pro,East,10,120000,1200000,808562.7002635087,391437.2997364913
2024-08-06,iPhone 15,East,10,90000,900000,556551.2315199862,343448.7684800138
2024-08-06,iPhone 14,South,14,90000,1260000,1068078.03182444,191921.96817556
2024-08-06,iPhone 14,East,1,70000,70000,43427.85353177122,26572.146468228777
2024-08-07,iPhone 13,North,1,90000,90000,65887.75560232246,24112.24439767754
2024-08-07,iPhone 13,South,12,70000,840000,629044.4856085522,210955.51439144777
2024-08-07,iPhone 13,East,13,80000,1040000,668043.7726644778,371956.2273355222
2024-08-08,iPhone 15 Pro,North,14,70000,980000,615561.9996644019,364438.00033559813
2024-08-08,iPhone 14,East,2,90000,180000,150050.50590432517,29949.494095674832
2024-08-08,iPhone 14,North,6,70000,420000,322536.1362680341,97463.86373196589
2024-08-08,iPhone 13,West,13,70000,910000,768485.4329321497,141514.56706785026
2024-08-08,iPhone 13,East,19,90000,1710000,1406748.765134964,303251.2348650361
2024-08-08,iPhone 15,West,15,70000,1050000,640683.6962541245,409316.3037458755
2024-08-09,iPhone 13,North,3,90000,270000,171022.74179836738,98977.25820163262
2024-08-09,iPhone 15,North,16,90000,1440000,1018128.544095994,421871.455904006
2024-08-09,iPhone 15,East,1,90000,90000,58358.897689423255,31641.102310576745
2024-08-09,iPhone 15 Pro,West,19,70000,1330000,879035.9464457025,450964.05355429754
2024-08-10,iPhone 13,North,19,70000,1330000,878962.173679073,451037.826320927
2024-08-10,iPhone 15 Pro,East,14,90000,1260000,892132.6853798056,367867.3146201944
2024-08-10,iPhone 14,North,12,120000,1440000,911911.190102207,528088.809897793
2024-08-10,iPhone 15 Pro,East,14,90000,1260000,983078.1684700592,276921.8315299408
2024-08-10,iPhone 15,East,12,90000,1080000,661000.7130767641,418999.28692323586
2024-08-10,iPhone 15,West,5,120000,600000,380559.4043961269,219440.59560387308
2024-08-10,iPhone 15 Pro,South,13,90000,1170000,973373.0462839946,196626.95371600543
2024-08-10,iPhone 15 Pro,South,4,120000,480000,293149.4727192233,186850.5272807767
2024-08-10,iPhone 14,East,11,70000,770000,550255.0149530518,219744.9850469482
2024-08-11,iPhone 13,East,10,90000,900000,714859.4043516315,185140.59564836847
2024-08-11,iPhone 15 Pro,West,10,80000,800000,647117.721778585,152882.278221415
2024-08-11,iPhone 15,South,18,80000,1440000,1000653.7117760784,439346.28822392155
2024-08-11,iPhone 13,West,9,90000,810000,628584.776732068,181415.22326793196
2024-08-11,iPhone 13,East,3,80000,240000,145975.11520583724,94024.88479416276
2024-08-12,iPhone 14,South,2,70000,140000,92045.43569207891,47954.564307921086
2024-08-12,iPhone 15 Pro,South,18,120000,2160000,1719411.138313118,440588.8616868821
2024-08-12,iPhone 15 Pro,East,18,80000,1440000,888643.1409933754,551356.8590066246
2024-08-12,iPhone 14,West,7,120000,840000,581094.3111415124,258905.68885848764
2024-08-13,iPhone 13,East,15,80000,1200000,963884.3105833863,236115.68941661366
2024-08-13,iPhone 15,East,1,120000,120000,78429.24786485494,41570.752135145056
2024-08-13,iPhone 14,West,8,70000,560000,463431.8078995426,96568.19210045738
2024-08-13,iPhone 15 Pro,East,6,80000,480000,393598.2829873003,86401.7170126997
2024-08-13,iPhone 15,East,8,80000,640000,463189.1718942778,176810.8281057222
2024-08-14,iPhone 13,South,10,90000,900000,550093.1256417118,349906.87435828825
2024-08-14,iPhone 13,North,9,90000,810000,590186.6883835612,219813.3116164388
2024-08-14,iPhone 15,South,6,120000,720000,437599.54515373486,282400.45484626514
2024-08-14,iPhone 14,North,9,70000,630000,514874.91864009865,115125.08135990135
2024-08-15,iPhone 14,East,3,70000,210000,149691.5592569915,60308.44074300851
2024-08-15,iPhone 14,North,8,90000,720000,555598.777316993,164401.222683007
2024-08-15,iPhone 15,West,7,70000,490000,330241.7677384754,159758.2322615246
2024-08-15,iPhone 14,East,6,90000,540000,327548.44426557695,212451.55573442305
2024-08-15,iPhone 15,West,5,90000,450000,295913.71750861284,154086.28249138716
2024-08-15,iPhone 14,East,4,70000,280000,214885.91094422305,65114.089055776945
2024-08-15,iPhone 13,South,14,80000,1120000,849360.9687589488,270639.03124105115
2024-08-16,iPhone 15,North,13,70000,910000,728963.1870048315,181036.8129951685
2024-08-16,iPhone 13,East,8,120000,960000,763179.7869852984,196820.2130147016
2024-08-16,iPhone 14,South,10,120000,1200000,930219.5641089795,269780.43589102046
2024-08-16,iPhone 15,West,9,120000,1080000,693851.4933918483,386148.5066081517
2024-08-16,iPhone 13,North,2,80000,160000,129535.96353946767,30464.036460532327
2024-08-16,iPhone 15 Pro,South,6,90000,540000,349213.7361964512,190786.26380354882
2024-08-16,iPhone 15,North,4,120000,480000,342142.95366646076,137857.04633353924
2024-08-16,iPhone 15,North,18,80000,1440000,1109954.991437131,330045.0085628689
2024-08-17,iPhone 15 Pro,South,13,80000,1040000,723302.4385259884,316697.5614740116
2024-08-17,iPhone 14,South,8,80000,640000,538168.0221060887,101831.9778939113
2024-08-17,iPhone 13,East,4,120000,480000,306894.3548627816,173105.6451372184
2024-08-17,iPhone 14,East,4,80000,320000,211384.4546933137,108615.54530668631
2024-08-18,iPhone 15 Pro,North,18,90000,1620000,1229473.395193384,390526.604806616
2024-08-18,iPhone 15,South,8,120000,960000,775975.0233570733,184024.9766429267
2024-08-18,iPhone 14,South,3,120000,360000,296282.3012126976,63717.69878730242
2024-08-18,iPhone 15,South,2,80000,160000,107578.78754690145,52421.212453098546
2024-08-18,iPhone 14,South,14,120000,1680000,1164580.195465346,515419.8045346539
2024-08-18,iPhone 15,South,9,80000,720000,522552.32342618954,197447.67657381046
2024-08-18,iPhone 14,West,19,70000,1330000,886600.25795206,443399.74204794003
2024-08-18,iPhone 13,South,19,120000,2280000,1787837.6056928113,492162.3943071887
2024-08-18,iPhone 14,North,10,90000,900000,725723.3060111246,174276.69398887537
2024-08-19,iPhone 14,East,11,80000,880000,686723.2983317272,193276.70166827284
2024-08-19,iPhone 15 Pro,West,19,120000,2280000,1573211.934577067,706788.0654229331
2024-08-19,iPhone 15 Pro,East,17,80000,1360000,822157.2086779049,537842.7913220951
2024-08-20,iPhone 15,North,3,90000,270000,221044.03910243156,48955.96089756844
2024-08-20,iPhone 13,East,19,70000,1330000,1041232.2670768033,288767.73292319675
2024-08-20,iPhone 15 Pro,East,18,80000,1440000,899392.1256854055,540607.8743145945
2024-08-20,iPhone 13,West,14,90000,1260000,959760.9705654248,300239.02943457523
2024-08-20,iPhone 14,East,14,70000,980000,771449.4638463429,208550.53615365713
2024-08-20,iPhone 13,South,7,70000,490000,361835.08995139255,128164.91004860745
2024-08-20,iPhone 13,East,3,90000,270000,209715.81086311114,60284.18913688886
2024-08-20,iPhone 13,North,4,70000,280000,200042.45571675396,79957.54428324604
2024-08-20,iPhone 15 Pro,South,3,80000,240000,165925.55281813483,74074.44718186517
2024-08-20,iPhone 15 Pro,East,10,120000,1200000,956087.9048892591,243912.09511074086
2024-08-21,iPhone 15 Pro,South,4,120000,480000,316607.09306268115,163392.90693731885
2024-08-21,iPhone 15 Pro,East,6,70000,420000,305020.8964889276,114979.1035110724
2024-08-21,iPhone 14,East,18,120000,2160000,1342015.6069269562,817984.3930730438
2024-08-21,iPhone 13,South,8,120000,960000,755761.9330196347,204238.0669803653
2024-08-22,iPhone 14,South,1,120000,120000,86840.0484668203,33159.9515331797
2024-08-23,iPhone 13,West,11,80000,880000,647213.8098299898,232786.1901700102
2024-08-23,iPhone 15,East,6,90000,540000,367248.86601646134,172751.13398353866
2024-08-23,iPhone 15,South,16,90000,1440000,1061886.332107165,378113.6678928351
2024-08-23,iPhone 15,South,16,70000,1120000,951156.3322494412,168843.66775055882
2024-08-23,iPhone 15,South,8,90000,720000,472572.380658384,247427.619341616
2024-08-23,iPhone 15 Pro,South,12,120000,1440000,1189848.1949439067,250151.80505609326
2024-08-23,iPhone 15 Pro,North,4,70000,280000,216910.8846592715,63089.11534072849
2024-08-24,iPhone 14,North,19,120000,2280000,1385529.1760905383,894470.8239094617
2024-08-24,iPhone 13,East,13,120000,1560000,1115689.464731857,444310.53526814305
2024-08-24,iPhone 13,East,7,80000,560000,455748.6736157072,104251.3263842928
2024-08-24,iPhone 15,North,19,90000,1710000,1105043.6364579177,604956.3635420823
2024-08-24,iPhone 15 Pro,South,6,120000,720000,559467.3037933081,160532.6962066919
2024-08-24,iPhone 13,East,4,80000,320000,247277.93209212512,72722.06790787488
2024-08-24,iPhone 13,West,19,90000,1710000,1306446.232775369,403553.76722463104
2024-08-24,iPhone 15 Pro,East,18,90000,1620000,1248469.9295852496,371530.0704147504
2024-08-24,iPhone 15 Pro,South,6,80000,480000,295448.41640502133,184551.58359497867
2024-08-24,iPhone 15 Pro,South,5,70000,350000,250791.7156787821,99208.28432121791
2024-08-25,iPhone 14,North,10,90000,900000,763060.3241508665,136939.67584913352
2024-08-25,iPhone 15 Pro,North,10,120000,1200000,1018820.0865584391,181179.91344156093
2024-08-25,iPhone 15 Pro,East,3,80000,240000,156485.23289100663,83514.76710899337
2024-08-25,iPhone 15,North,17,70000,1190000,726716.5204410711,463283.47955892887
2024-08-26,iPhone 15 Pro,East,2,90000,180000,125350.3296049644,54649.6703950356
2024-08-26,iPhone 13,North,18,70000,1260000,845858.0535115828,414141.9464884172
2024-08-26,iPhone 13,West,6,90000,540000,340553.59476175415,199446.40523824585
2024-08-26,iPhone 15 Pro,North,2,70000,140000,106721.62496227726,33278.37503772274
2024-08-26,iPhone 14,North,4,80000,320000,255016.69847091348,64983.301529086515
2024-08-26,iPhone 15,South,9,70000,630000,481979.6096059127,148020.3903940873
2024-08-26,iPhone 15 Pro,East,7,70000,490000,358496.0695977095,131503.93040229048
2024-08-26,iPhone 15 Pro,North,16,90000,1440000,1216729.1387174954,223270.86128250463
2024-08-26,iPhone 14,East,19,120000,2280000,1601022.5050636197,678977.4949363803
2024-08-27,iPhone 15,West,3,120000,360000,275507.1809758744,84492.81902412558
2024-08-27,iPhone 15 Pro,North,11,120000,1320000,1067066.4071460548,252933.5928539452
2024-08-27,iPhone 14,East,12,80000,960000,599748.5524047684,360251.4475952316
2024-08-27,iPhone 15,East,10,90000,900000,704782.777533146,195217.22246685403
2024-08-27,iPhone 15 Pro,West,9,70000,630000,451726.07200081286,178273.92799918714
2024-08-27,iPhone 13,East,18,70000,1260000,810607.7480165856,449392.2519834144
2024-08-27,iPhone 15 Pro,East,6,120000,720000,433751.5728279941,286248.4271720059
2024-08-27,iPhone 13,North,8,90000,720000,566931.8080014556,153068.19199854438
2024-08-28,iPhone 15 Pro,East,16,70000,1120000,753902.1546081378,366097.8453918622
2024-08-28,iPhone 15,West,12,120000,1440000,871925.8016401627,568074.1983598373
2024-08-28,iPhone 15,South,9,90000,810000,607358.3287758154,202641.67122418457
2024-08-28,iPhone 14,East,13,120000,1560000,1071189.4808042555,488810.51919574453
2024-08-28,iPhone 14,East,9,90000,810000,684569.9050704695,125430.09492953052
2024-08-28,iPhone 13,South,4,70000,280000,237436.94595622065,42563.05404377935
2024-08-28,iPhone 15,South,12,120000,1440000,875606.5331987597,564393.4668012403
2024-08-28,iPhone 15,West,14,80000,1120000,822430.6361609348,297569.3638390652
2024-08-29,iPhone 15,West,6,70000,420000,285387.4851918952,134612.51480810478
2024-08-29,iPhone 13,East,6,80000,480000,315153.9152752401,164846.08472475992
2024-08-29,iPhone 14,North,4,120000,480000,325063.8241214589,154936.17587854108
2024-08-29,iPhone 14,South,7,90000,630000,509153.8879030506,120846.11209694942
2024-08-29,iPhone 13,South,9,90000,810000,667785.3083606975,142214.69163930253
2024-08-29,iPhone 15 Pro,East,18,90000,1620000,1277621.8220200706,342378.1779799294
2024-08-30,iPhone 14,West,2,120000,240000,147636.6214270688,92363.3785729312
2024-08-30,iPhone 15,North,16,70000,1120000,800691.2680966092,319308.73190339084
2024-08-30,iPhone 15 Pro,East,7,90000,630000,436474.54054812365,193525.45945187635
2024-08-30,iPhone 15,North,19,90000,1710000,1109667.4848818332,600332.5151181668
2024-08-30,iPhone 13,East,17,120000,2040000,1643553.2641156882,396446.73588431184
2024-08-30,iPhone 15 Pro,South,17,90000,1530000,992266.9946110498,537733.0053889502
2024-08-30,iPhone 15 Pro,East,2,120000,240000,199019.00383088415,40980.99616911585
2024-08-31,iPhone 13,West,11,120000,1320000,1074560.5337582347,245439.4662417653
2024-08-31,iPhone 14,West,14,80000,1120000,831141.131082017,288858.868917983
2024-08-31,iPhone 13,South,16,70000,1120000,766672.4160646775,353327.5839353225
2024-08-31,iPhone 14,South,16,120000,1920000,1467261.1222224152,452738.8777775848
2024-09-01,iPhone 15,North,12,90000,1080000,721139.2348571212,358860.76514287875
2024-09-01,iPhone 15 Pro,North,3,80000,240000,200267.25782752738,39732.742172472615
2024-09-01,iPhone 15,South,5,70000,350000,289489.0429979101,60510.95700208988
2024-09-01,iPhone 14,West,5,90000,450000,277002.4191928629,172997.58080713713
2024-09-01,iPhone 15,North,17,70000,1190000,765394.7297122399,424605.27028776007
2024-09-01,iPhone 13,East,2,90000,180000,121918.84494683839,58081.15505316161
2024-09-01,iPhone 15 Pro,West,17,120000,2040000,1242731.3763420167,797268.6236579833
2024-09-01,iPhone 15 Pro,North,9,70000,630000,505536.21049611707,124463.78950388293
2024-09-01,iPhone 15 Pro,North,14,70000,980000,710162.9935002394,269837.00649976055
2024-09-01,iPhone 15,South,18,70000,1260000,827725.094729135,432274.90527086495
2024-09-02,iPhone 14,East,4,80000,320000,221115.1106723234,98884.88932767659
2024-09-02,iPhone 14,North,13,90000,1170000,898225.8782242284,271774.1217757716
2024-09-02,iPhone 13,East,1,120000,120000,82976.15109446927,37023.84890553073
2024-09-02,iPhone 14,East,6,70000,420000,320823.8986550251,99176.10134497489
2024-09-03,iPhone 15,West,1,70000,70000,43665.368251403765,26334.631748596235
2024-09-03,iPhone 15 Pro,North,12,80000,960000,770430.3924028702,189569.60759712977
2024-09-03,iPhone 13,North,4,90000,360000,227813.5989983584,132186.4010016416
2024-09-03,iPhone 14,North,9,120000,1080000,811231.9194431441,268768.0805568559
2024-09-03,iPhone 13,West,19,90000,1710000,1397067.4065011872,312932.59349881276
2024-09-03,iPhone 14,West,6,80000,480000,315568.1584942234,164431.84150577663
2024-09-03,iPhone 14,West,13,70000,910000,604486.1144711862,305513.8855288138
2024-09-04,iPhone 14,North,12,80000,960000,771140.8713873167,188859.12861268327
2024-09-04,iPhone 15 Pro,West,19,90000,1710000,1409822.7865296067,300177.2134703933
2024-09-04,iPhone 14,North,12,120000,1440000,1076404.4885785305,363595.5114214695
2024-09-04,iPhone 14,North,6,90000,540000,429931.2573983985,110068.74260160152
2024-09-04,iPhone 15 Pro,East,11,120000,1320000,940388.3488272645,379611.6511727355
2024-09-04,iPhone 15,North,13,70000,910000,709637.9745346438,200362.0254653562
2024-09-04,iPhone 15,West,17,80000,1360000,921171.1032337161,438828.8967662839
2024-09-04,iPhone 15 Pro,South,1,90000,90000,55440.0018619287,34559.9981380713
2024-09-04,iPhone 15,South,12,90000,1080000,818068.5999912239,261931.4000087761
2024-09-04,iPhone 13,South,16,120000,1920000,1570251.5237914599,349748.47620854015
2024-09-04,iPhone 14,South,5,120000,600000,488641.6852988336,111358.31470116641
2024-09-04,iPhone 15,North,7,80000,560000,448916.3314473887,111083.66855261131
2024-09-04,iPhone 15 Pro,East,9,90000,810000,583582.9044266406,226417.0955733594
2024-09-05,iPhone 14,East,7,90000,630000,437476.5801220728,192523.41987792723
2024-09-05,iPhone 13,West,3,90000,270000,184533.62784988986,85466.37215011014
2024-09-05,iPhone 15,North,1,120000,120000,73893.90480973359,46106.09519026641
2024-09-05,iPhone 15 Pro,North,16,70000,1120000,838907.5877476267,281092.4122523733
2024-09-05,iPhone 15 Pro,South,13,90000,1170000,703038.0801204457,466961.9198795543
2024-09-06,iPhone 14,East,8,120000,960000,611697.9623691594,348302.03763084055
2024-09-06,iPhone 13,East,19,90000,1710000,1121908.4221739294,588091.5778260706
2024-09-06,iPhone 13,North,2,70000,140000,86988.91922472784,53011.08077527216
2024-09-06,iPhone 15 Pro,North,14,120000,1680000,1266966.8919899235,413033.10801007645
2024-09-06,iPhone 13,South,9,120000,1080000,663701.3175572595,416298.68244274054
2024-09-07,iPhone 15,North,3,120000,360000,274358.1538594421,85641.8461405579
2024-09-07,iPhone 13,North,16,70000,1120000,738149.1509602321,381850.84903976787
2024-09-07,iPhone 13,West,13,90000,1170000,923216.2652291651,246783.7347708349
2024-09-07,iPhone 14,West,17,80000,1360000,941316.0759049668,418683.9240950332
2024-09-07,iPhone 13,West,16,70000,1120000,741596.1579646873,378403.8420353127
2024-09-07,iPhone 13,East,4,120000,480000,363227.48157728603,116772.51842271397
2024-09-07,iPhone 15,East,3,70000,210000,131558.6486273746,78441.35137262539
2024-09-07,iPhone 15 Pro,North,10,90000,900000,559863.5621816062,340136.4378183938
2024-09-07,iPhone 13,West,16,70000,1120000,757035.571356105,362964.42864389496
2024-09-08,iPhone 15,North,17,120000,2040000,1299123.6863130655,740876.3136869345
2024-09-08,iPhone 14,South,4,80000,320000,257395.81204055625,62604.18795944375
2024-09-08,iPhone 14,North,14,70000,980000,788249.8492287834,191750.1507712166
2024-09-08,iPhone 13,South,1,90000,90000,68533.51915802111,21466.48084197889
2024-09-09,iPhone 14,North,17,120000,2040000,1533813.9811965902,506186.01880340977
2024-09-09,iPhone 13,North,14,120000,1680000,1378553.1969591905,301446.80304080946
2024-09-09,iPhone 13,East,1,70000,70000,45546.75836037783,24453.241639622167
2024-09-09,iPhone 15 Pro,North,14,120000,1680000,1066115.761961728,613884.2380382719
2024-09-09,iPhone 15 Pro,East,6,70000,420000,262517.9557561505,157482.04424384952
2024-09-10,iPhone 13,South,6,70000,420000,331902.22427582357,88097.77572417643
2024-09-10,iPhone 14,East,12,80000,960000,653895.4282213142,306104.5717786858
2024-09-10,iPhone 15,South,10,120000,1200000,907759.8328846104,292240.1671153896
2024-09-10,iPhone 14,East,8,80000,640000,389667.0357249382,250332.9642750618
2024-09-10,iPhone 14,South,9,90000,810000,624685.8388554365,185314.16114456346
2024-09-10,iPhone 15 Pro,East,9,90000,810000,670634.3457723889,139365.65422761114
2024-09-10,iPhone 14,South,2,70000,140000,99254.38736270934,40745.61263729066
2024-09-10,iPhone 14,South,10,120000,1200000,967342.5138733506,232657.48612664943
2024-09-10,iPhone 13,West,19,90000,1710000,1108308.634576913,601691.365423087
2024-09-11,iPhone 15,South,6,80000,480000,407489.78724714357,72510.21275285643
2024-09-11,iPhone 15 Pro,West,14,90000,1260000,1039746.330059354,220253.66994064604
2024-09-11,iPhone 15 Pro,South,13,80000,1040000,872977.1364902045,167022.8635097955
2024-09-11,iPhone 15 Pro,East,10,70000,700000,449506.19110066496,250493.80889933504
2024-09-11,iPhone 15 Pro,East,8,70000,560000,380893.061671199,179106.938328801
2024-09-11,iPhone 14,West,2,70000,140000,110677.02705241289,29322.972947587114
2024-09-11,iPhone 14,West,4,90000,360000,224195.9720388725,135804.0279611275
2024-09-11,iPhone 14,South,16,90000,1440000,1214498.7535682514,225501.24643174862
2024-09-11,iPhone 14,South,8,80000,640000,467558.92025070137,172441.07974929863
2024-09-11,iPhone 15,East,19,70000,1330000,1108902.1952999178,221097.80470008217
2024-09-12,iPhone 15,North,7,90000,630000,386565.94714524766,243434.05285475234
2024-09-12,iPhone 13,North,1,120000,120000,85088.01404413258,34911.98595586742
2024-09-12,iPhone 14,South,14,80000,1120000,879988.6733616529,240011.32663834712
2024-09-12,iPhone 14,West,9,90000,810000,498130.7019531811,311869.2980468189
2024-09-12,iPhone 14,North,5,80000,400000,310913.69915594254,89086.30084405746
2024-09-13,iPhone 15 Pro,East,2,70000,140000,98456.90217836892,41543.097821631076
2024-09-13,iPhone 13,West,13,120000,1560000,1152731.9189587077,407268.0810412923
2024-09-13,iPhone 15,North,6,120000,720000,573380.1055534031,146619.89444659685
2024-09-13,iPhone 15 Pro,West,5,80000,400000,303397.34084404417,96602.65915595583
